Identificador Gr�fic intern;captive;comments_count;community_taxon_id;created_at;delta;description;iconic_taxon_id;id;id_please;identifications_count;location_is_exact;map_scale;mappable;num_identification_agreements;num_identification_disagreements;observation_photos_count;observation_sounds_count;observed_on;observed_on_string;place_guess;positional_accuracy;public_positional_accuracy;quality_grade;species_guess;taxon_id;time_observed_at;time_zone;updated_at;uri;user_id;uuid;zic_time_zone;user_login;iconic_taxon_name;created_at_utc;updated_at_utc;time_observed_at_utc;coordinates_obscured;Fenofase;project_id_0;project_title_0;photo_id_0;photo_large_url_0;photo_attribution_0;photo_id_1;photo_large_url_1;photo_attribution_1;photo_id_2;photo_large_url_2;photo_attribution_2;photo_id_3;photo_large_url_3;photo_attribution_3;taxon_name;taxon_rank;identif_created_at_0;identif_current_0;identif_id_0;identif_created_at_1;identif_current_1;identif_id_1;oauth_application_id;Codi del punt d'observaci�;Identificador d'individu;Codi de l'observador;identif_created_at_2;identif_current_2;identif_id_2;identif_created_at_3;identif_current_3;identif_id_3;positioning_device;positioning_method;out_of_range;photo_id_4;photo_large_url_4;photo_attribution_4;photo_id_5;photo_large_url_5;photo_attribution_5;photo_id_6;photo_large_url_6;photo_attribution_6;project_id_1;project_title_1;project_id_2;project_title_2;Fecha de la identificaci�n (dwc);Calle o plaza;identif_created_at_4;identif_current_4;identif_id_4;identif_created_at_5;identif_current_5;identif_id_5;Altitud;Nom vulgar;H�bitat o ecosistema;Zona protegida;project_id_3;project_title_3;identif_taxon_change_id_2;identif_updated_at_2;identif_user_id_2;identif_user_login_2;identif_user_name_2;identif_taxon_name_2;identif_taxon_rank_2;identif_taxon_change_id_3;identif_updated_at_3;identif_user_id_3;identif_user_login_3;identif_user_name_3;identif_taxon_name_3;identif_taxon_rank_3;geoprivacy;Si �s planta: tipus de fulla;Si �s planta: tipus de dispersi� de les llavors;identif_created_at_6;identif_current_6;identif_id_6;Enlace a la foto;usuario externo;Estadio;Comunidad aut�noma;Nombre del paraje;site_id;cached_votes_total;last_indexed_at;captive_flag;faves_count;Centre/Entitat;Identificador de l'individu observat;owners_identification_from_vision;taxon_geoprivacy;longitude;latitude
422;F;0;2075;2018-04-04T12:47:03+01:00;F;--CAT - Brot de les primeres fulles.--ESP - Brote de las primeras hojas.--ENG - Grape first leaves.-;12;42521;F;3;F;14;T;2;0;1;0;03/04/2018;03/04/2018;Sant Feliu de Llobregat - Parc de Torreblanca;49;49;research;Vitis vinifera;2075;;Madrid;2019-09-30T16:17:46+01:00;http://www.natusfera.org/observations/42521;1731;58a5aeae-905b-4c07-9a31-847fb03a3c24;Europe/Madrid;xavi-de-yzaguirre;Plantae;2018-04-04T11:47:03Z;2019-09-30T15:17:46Z;;F;Brot de les primeres fulles;314;RitmeNatura - Observacions recurrents;56163;https://natusfera.gbif.es/attachments/local_photos/files/56163/large/IMG_20180403_175529.jpg?1522842429;(c) xavi-de-yzaguirre, algunos derechos reservados (CC BY-NC), uploaded by xavi-de-yzaguirre;;;;;;;;;;Vitis vinifera;species;2018-04-04T12:47:03+01:00;T;66785;2018-04-06T13:39:38+01:00;T;67187;;;;;2018-04-06T21:14:13+01:00;T;67374;;;;;;;;;;;;;;;;51;Biodiversitat a Sant Feliu de Llobregat;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.053961;41.378697
423;F;0;300;2018-04-04T12:40:41+01:00;F;CAT - Ar� blanc botons florals--ESP - Espino albar botones florales--ENG - Common hawthorn floral buttons-;12;42520;F;3;F;15;T;2;0;1;0;03/04/2018;03/04/2018;Sant Feliu de Llobregat - Parc de Torreblanca;24;24;research;Crataegus monogyna;300;;Madrid;2019-09-30T16:17:45+01:00;http://www.natusfera.org/observations/42520;1731;16c321e6-1ffe-4085-bd39-805ccf7b581a;Europe/Madrid;xavi-de-yzaguirre;Plantae;2018-04-04T11:40:41Z;2019-09-30T15:17:45Z;;F;Primers borrons o gemmes visibles (sense obrir-se);314;RitmeNatura - Observacions recurrents;56162;https://natusfera.gbif.es/attachments/local_photos/files/56162/large/IMG_20180403_175131.jpg?1522842265;(c) xavi-de-yzaguirre, algunos derechos reservados (CC BY-NC), uploaded by xavi-de-yzaguirre;;;;;;;;;;Crataegus monogyna;species;2018-04-04T12:40:42+01:00;T;66784;2018-04-06T13:39:44+01:00;T;67188;;;;;2018-04-06T21:15:03+01:00;T;67375;;;;;;;;;;;;;;;;51;Biodiversitat a Sant Feliu de Llobregat;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.05495;41.37863
424;F;1;2685;2018-04-03T08:30:15+01:00;F;;12;42253;F;3;F;;T;2;0;3;0;01/04/2018;Sun Apr 01 2018 18:17:49 GMT+0200 (GMT+2);;5;5;research;Prunus avium;2685;2018-04-01T17:17:49+01:00;Africa/Johannesburg;2019-09-30T16:16:53+01:00;http://www.natusfera.org/observations/42253;1764;18aac7e5-d319-45d5-863b-4d3a62d196a8;;david_carrera;Plantae;2018-04-03T07:30:15Z;2019-09-30T15:16:53Z;2018-04-01T16:17:49Z;F;Primeres flors obertes;302;RitmeNatura - Observacions ocasionals;55824;https://natusfera.gbif.es/attachments/local_photos/files/55824/large/091961B9-C1B4-4F86-A8DA-02D35E3ECB05-large.jpg?1522741308;(c) david_carrera, algunos derechos reservados (CC BY-NC-ND), uploaded by David Carrera;55825;https://natusfera.gbif.es/attachments/local_photos/files/55825/large/7757F2A2-70C7-4A22-80DF-F90FBBD63CF1-large.jpg?1522741322;(c) david_carrera, algunos derechos reservados (CC BY-NC-ND), uploaded by David Carrera;55826;https://natusfera.gbif.es/attachments/local_photos/files/55826/large/02C5B4C8-AF94-4545-9A52-609B82765883-large.jpg?1522741348;(c) david_carrera, algunos derechos reservados (CC BY-NC-ND), uploaded by David Carrera;;;;Prunus avium;species;2018-04-03T08:30:15+01:00;T;66371;2018-04-03T16:31:34+01:00;T;66491;5;;;;2018-04-09T16:52:45+01:00;T;68504;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
425;F;0;2923;2018-04-03T08:29:23+01:00;F;;12;42249;F;4;F;;T;3;0;2;0;01/04/2018;Sun Apr 01 2018 17:48:07 GMT+0200 (GMT+2);;5;5;research;Veratrum album;2923;2018-04-01T16:48:07+01:00;Africa/Johannesburg;2019-09-30T16:16:48+01:00;http://www.natusfera.org/observations/42249;1764;5f46fdc1-ed01-4f36-8198-1041256723b5;;david_carrera;Plantae;2018-04-03T07:29:23Z;2019-09-30T15:16:48Z;2018-04-01T15:48:07Z;F;Brot de les primeres fulles;479;Collsacabra;55814;https://natusfera.gbif.es/attachments/local_photos/files/55814/large/645DE8B7-6D6E-4E98-91FB-6838305DF2F7-large.jpg?1522741174;(c) david_carrera, algunos derechos reservados (CC BY-NC-ND), uploaded by David Carrera;55815;https://natusfera.gbif.es/attachments/local_photos/files/55815/large/4CB936D4-3C67-4CB7-96EA-989C05EB960B-large.jpg?1522741189;(c) david_carrera, algunos derechos reservados (CC BY-NC-ND), uploaded by David Carrera;;;;;;;Veratrum album;species;2018-04-03T08:29:23+01:00;T;66367;2018-04-03T16:32:08+01:00;T;66493;5;;;;2018-04-03T18:11:20+01:00;T;66519;2018-04-09T16:53:38+01:00;T;68508;;;;;;;;;;;;;302;RitmeNatura - Observacions ocasionals;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.445881842;42.08494385
426;F;0;14484;2018-04-03T07:27:08Z;F;;12;42215;F;3;F;;T;2;0;6;0;01/04/2018;Sun Apr 01 2018 17:26:39 GMT+0200 (GMT+2);;5;5;research;Oxalis acetosella;14484;2018-04-01T15:26:39Z;Africa/Johannesburg;2019-09-30T15:16:32Z;http://www.natusfera.org/observations/42215;1764;ee16a39d-8bce-467a-81e9-cb8ea77bdc5a;;david_carrera;Plantae;2018-04-03T07:27:08Z;2019-09-30T15:16:32Z;2018-04-01T15:26:39Z;F;Primeres flors obertes;302;RitmeNatura - Observacions ocasionals;55788;https://natusfera.gbif.es/attachments/local_photos/files/55788/large/1636E5FA-1AB9-459E-BFC7-21891C4929BC-large.jpg?1522740679;(c) david_carrera, algunos derechos reservados (CC BY-NC-ND), uploaded by David Carrera;55789;https://natusfera.gbif.es/attachments/local_photos/files/55789/large/C62146CF-ABEE-4D1E-A56B-4CDCA97612BD-large.jpg?1522740691;(c) david_carrera, algunos derechos reservados (CC BY-NC-ND), uploaded by David Carrera;55790;https://natusfera.gbif.es/attachments/local_photos/files/55790/large/6A5D1144-B4BD-448E-89DA-25A5B64ECB65-large.jpg?1522740705;(c) david_carrera, algunos derechos reservados (CC BY-NC-ND), uploaded by David Carrera;55791;https://natusfera.gbif.es/attachments/local_photos/files/55791/large/B06F283A-1E5F-49B4-B76E-F15AFCBB2F26-large.jpg?1522740719;(c) da;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
427;F;0;2923;2018-04-03T08:26:01+01:00;F;;12;42210;T;2;F;;T;1;0;3;0;01/04/2018;Sun Apr 01 2018 17:03:13 GMT+0200 (GMT+2);;5;5;research;Veratrum album;2923;2018-04-01T16:03:13+01:00;Africa/Johannesburg;2019-09-30T16:16:29+01:00;http://www.natusfera.org/observations/42210;1764;c3af28bb-7cd0-49e4-b3e5-eda416a1adb1;;david_carrera;Plantae;2018-04-03T07:26:01Z;2019-09-30T15:16:29Z;2018-04-01T15:03:13Z;F;Brot de les primeres fulles;479;Collsacabra;55777;https://natusfera.gbif.es/attachments/local_photos/files/55777/large/B80DFB8C-C12C-428E-8F08-EF296C375B71-large.jpg?1522740525;(c) david_carrera, algunos derechos reservados (CC BY-NC-ND), uploaded by David Carrera;55778;https://natusfera.gbif.es/attachments/local_photos/files/55778/large/255A7961-AC80-470D-9501-D5DEE68B34CB-large.jpg?1522740538;(c) david_carrera, algunos derechos reservados (CC BY-NC-ND), uploaded by David Carrera;55779;https://natusfera.gbif.es/attachments/local_photos/files/55779/large/EEEFAF16-E328-4CF0-AA20-B0CE757FFDEC-large.jpg?1522740550;(c) david_carrera, algunos derechos reservados (CC BY-NC-ND), uploaded by David Carrera;;;;Veratrum album;species;2018-04-03T08:26:01+01:00;T;66352;2018-11-27T21:14:06+00:00;T;158595;5;;;;;;;;;;;;;;;;;;;;;;302;RitmeNatura - Observacions o;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
428;F;0;8121;2018-04-03T08:25:43+01:00;F;;12;42209;F;3;F;;T;2;0;3;0;01/04/2018;Sun Apr 01 2018 16:43:38 GMT+0200 (GMT+2);17176, la Vall d'en Bas, Catalunya, ES;5;5;research;Helleborus viridis;8121;2018-04-01T15:43:38+01:00;Africa/Johannesburg;2019-09-30T16:16:28+01:00;http://www.natusfera.org/observations/42209;1764;ae0fe449-48b9-44a9-b3a4-b06adc2379b7;;david_carrera;Plantae;2018-04-03T07:25:43Z;2019-09-30T15:16:28Z;2018-04-01T14:43:38Z;F;Primeres flors obertes;302;RitmeNatura - Observacions ocasionals;55774;https://natusfera.gbif.es/attachments/local_photos/files/55774/large/F6250AA6-7C52-4D2B-AE32-09C1862D5310-large.jpg?1522740484;(c) david_carrera, algunos derechos reservados (CC BY-NC-ND), uploaded by David Carrera;55775;https://natusfera.gbif.es/attachments/local_photos/files/55775/large/0C99AA04-056B-48C4-8CA8-C6665F1F06DE-large.jpg?1522740498;(c) david_carrera, algunos derechos reservados (CC BY-NC-ND), uploaded by David Carrera;55776;https://natusfera.gbif.es/attachments/local_photos/files/55776/large/DC8702CF-FA3B-4DD7-906A-B6CD4C24AEB4-large.jpg?1522740511;(c) david_carrera, algunos derechos reservados (CC BY-NC-ND), uploaded by David Carrera;;;;Helleborus viridis;species;2018-04-03T08:25:43+01:00;T;66351;2018-04-05T21:22:41+01:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
429;F;0;7035;2018-04-03T08:25:20+01:00;F;;12;42208;F;3;F;;T;2;0;4;0;01/04/2018;Sun Apr 01 2018 16:39:35 GMT+0200 (GMT+2);17176, la Vall d'en Bas, Catalunya, ES;5;5;research;Helleborus foetidus;7035;2018-04-01T15:39:35+01:00;Africa/Johannesburg;2019-09-30T16:16:27+01:00;http://www.natusfera.org/observations/42208;1764;87e96b06-4563-437b-abe7-322f20fb0a09;;david_carrera;Plantae;2018-04-03T07:25:20Z;2019-09-30T15:16:27Z;2018-04-01T14:39:35Z;F;Primeres flors obertes;302;RitmeNatura - Observacions ocasionals;55770;https://natusfera.gbif.es/attachments/local_photos/files/55770/large/F0C9CD3F-C505-48ED-8E48-B73376C0565E-large.jpg?1522740431;(c) david_carrera, algunos derechos reservados (CC BY-NC-ND), uploaded by David Carrera;55771;https://natusfera.gbif.es/attachments/local_photos/files/55771/large/B61573F9-F805-4584-B11F-2E585EB84682-large.jpg?1522740444;(c) david_carrera, algunos derechos reservados (CC BY-NC-ND), uploaded by David Carrera;55772;https://natusfera.gbif.es/attachments/local_photos/files/55772/large/91B2B881-06AF-41CA-AC10-086834D86E57-large.jpg?1522740459;(c) david_carrera, algunos derechos reservados (CC BY-NC-ND), uploaded by David Carrera;55773;https://natusfera.gbif.es/attachments/local_photos/files/55773/large/C8E095D8-9A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
430;F;0;1820;2018-04-03T08:24:53+01:00;F;;12;42206;F;3;F;;T;2;0;1;0;01/04/2018;Sun Apr 01 2018 16:32:23 GMT+0200 (GMT+2);;5;5;research;Primula veris;1820;2018-04-01T15:32:23+01:00;Africa/Johannesburg;2019-09-30T16:16:26+01:00;http://www.natusfera.org/observations/42206;1764;2b2a7ab4-30e5-42c5-a5c9-a3f1301bb23c;;david_carrera;Plantae;2018-04-03T07:24:53Z;2019-09-30T15:16:26Z;2018-04-01T14:32:23Z;F;Primeres flors obertes;302;RitmeNatura - Observacions ocasionals;55767;https://natusfera.gbif.es/attachments/local_photos/files/55767/large/D3E81833-3BF2-444B-9021-3093CE42CF21-large.jpg?1522740390;(c) david_carrera, algunos derechos reservados (CC BY-NC-ND), uploaded by David Carrera;;;;;;;;;;Primula veris;species;2018-04-03T08:24:53+01:00;T;66347;2018-04-05T21:21:36+01:00;T;67052;5;;;;2018-04-09T16:57:03+01:00;T;68523;;;;;;;;;;;;;;;;479;Collsacabra;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.430243306;42.07041089
431;F;1;960;2018-04-03T08:24:23+01:00;F;;12;42205;F;2;F;;T;2;0;4;0;01/04/2018;Sun Apr 01 2018 16:02:33 GMT+0200 (GMT+2);;5;5;research;Narcissus;960;2018-04-01T15:02:33+01:00;Africa/Johannesburg;2019-09-30T16:16:25+01:00;http://www.natusfera.org/observations/42205;1764;4bfb76d8-ce33-49b2-ba02-a867243ccf12;;david_carrera;Plantae;2018-04-03T07:24:23Z;2019-09-30T15:16:25Z;2018-04-01T14:02:33Z;F;Primeres flors obertes;479;Collsacabra;55763;https://natusfera.gbif.es/attachments/local_photos/files/55763/large/604F9394-D3FF-4DD9-9910-253E980E34CA-large.jpg?1522740335;(c) david_carrera, algunos derechos reservados (CC BY-NC-ND), uploaded by David Carrera;55764;https://natusfera.gbif.es/attachments/local_photos/files/55764/large/BCA5C515-29D0-47AF-8775-B94E25F26080-large.jpg?1522740351;(c) david_carrera, algunos derechos reservados (CC BY-NC-ND), uploaded by David Carrera;55765;https://natusfera.gbif.es/attachments/local_photos/files/55765/large/56F6CB9E-82CA-49C9-B8C5-AB88267F1002-large.jpg?1522740363;(c) david_carrera, algunos derechos reservados (CC BY-NC-ND), uploaded by David Carrera;55766;https://natusfera.gbif.es/attachments/local_photos/files/55766/large/A941D27E-3A90-40B1-A767-555799024D94-large.jpg?1522740377;(c) david_carrera, algunos de;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
432;F;0;12298;2018-04-02T09:34:06+01:00;F;;12;42160;F;3;F;;T;2;0;5;0;01/04/2018;Sun Apr 01 2018 17:34:38 GMT+0200 (GMT+2);;5;5;research;Scilla lilio-hyacinthus;12298;2018-04-01T16:34:38+01:00;Africa/Johannesburg;2019-09-30T16:16:11+01:00;http://www.natusfera.org/observations/42160;1764;04eb8ad4-acd8-4df1-a937-b84d8da0cebd;;david_carrera;Plantae;2018-04-02T08:34:06Z;2019-09-30T15:16:11Z;2018-04-01T15:34:38Z;F;Primeres flors obertes;302;RitmeNatura - Observacions ocasionals;55809;https://natusfera.gbif.es/attachments/local_photos/files/55809/large/31BA1D82-56D0-4C72-ADC2-F24FC237A536-large.jpg?1522741109;(c) david_carrera, algunos derechos reservados (CC BY-NC-ND), uploaded by David Carrera;55810;https://natusfera.gbif.es/attachments/local_photos/files/55810/large/C09843FA-400D-4F16-9BA1-CCBEDEA722C5-large.jpg?1522741121;(c) david_carrera, algunos derechos reservados (CC BY-NC-ND), uploaded by David Carrera;55811;https://natusfera.gbif.es/attachments/local_photos/files/55811/large/3146D8BB-33AF-43DF-BB63-46E9610FDF3C-large.jpg?1522741134;(c) david_carrera, algunos derechos reservados (CC BY-NC-ND), uploaded by David Carrera;55812;https://natusfera.gbif.es/attachments/local_photos/files/55812/large/A66D5F40-1442-45BE-8F99-EB38A1B1FE2E-large.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
433;F;0;197;2018-03-23T12:32:59+00:00;F;CAT - Brot de les primeres fulles.--ESP - Brote de las primeras hojas.--ENG - First leaves of hybrid plane;12;40662;F;2;F;16;T;1;0;1;0;22/03/2018;22/03/2018;Sant Feliu de Llobregat - Armenteres-Matac�s;49;49;research;Platanus � hispanica;197;;Madrid;2019-09-30T16:12:15+01:00;http://www.natusfera.org/observations/40662;1731;0f3d0b83-d8b3-4da7-a49d-3fd0013777a6;Europe/Madrid;xavi-de-yzaguirre;Plantae;2018-03-23T12:32:59Z;2019-09-30T15:12:15Z;;F;Brot de les primeres fulles;51;Biodiversitat a Sant Feliu de Llobregat;54234;https://natusfera.gbif.es/attachments/local_photos/files/54234/large/IMG_20180322_163837.jpg?1521808421;(c) xavi-de-yzaguirre, algunos derechos reservados (CC BY-NC), uploaded by xavi-de-yzaguirre;;;;;;;;;;Platanus �hispanica;species;2018-03-23T12:33:00+00:00;T;64428;2018-04-06T13:39:49+01:00;T;67189;;;;;;;;;;;;;;;;;;;;;;;314;RitmeNatura - Observacions recurrents;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.044606;41.378182
434;F;0;121;2018-03-23T11:59:03+00:00;F;CAT - Pi blanc amb infloresc�ncies masculines i pinya en formaci�.--ESP - Pino carrasco/de Alepo con inflorescencias masculinas y pi�a en formaci�n.--ENG - Male inflorescence and pine cone on Aleppo pine;12;40660;F;2;F;16;T;1;0;1;0;22/03/2018;22/03/2018;Sant Joan Desp�-Les Begudes;49;49;research;Pi blanc;121;;Madrid;2018-04-06T13:40:05+01:00;http://www.natusfera.org/observations/40660;1731;90975489-be56-45d8-a286-a18f7c452dd0;Europe/Madrid;xavi-de-yzaguirre;Plantae;2018-03-23T11:59:03Z;2018-04-06T12:40:05Z;;F;Plena floraci� (50% de les flors obertes, primers p�tals caiguts o secs);302;RitmeNatura - Observacions ocasionals;54232;https://natusfera.gbif.es/attachments/local_photos/files/54232/large/Pi_blanc22mar2018.jpg?1521806348;(c) xavi-de-yzaguirre, algunos derechos reservados (CC BY-NC), uploaded by xavi-de-yzaguirre;;;;;;;;;;Pinus halepensis;species;2018-03-23T11:59:03+00:00;T;64424;2018-04-06T13:40:03+01:00;T;67191;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.04549;41.372544
435;F;0;2061;2018-03-23T11:50:48+00:00;F;CAT - Malva silvestre florida.--ESP - Malva silvestre en flor.--ENG - Common mallow.;12;40659;F;3;F;14;T;2;0;1;0;22/03/2018;22/03/2018;Sant Feliu de Llobregat - Armenteres-Matac�s;49;49;research;Malva sylvestris;2061;;Madrid;2019-09-30T16:12:14+01:00;http://www.natusfera.org/observations/40659;1731;cb5c1adf-0ba4-4281-a138-07ad159867f7;Europe/Madrid;xavi-de-yzaguirre;Plantae;2018-03-23T11:50:48Z;2019-09-30T15:12:14Z;;F;Plena floraci� (50% de les flors obertes, primers p�tals caiguts o secs);51;Biodiversitat a Sant Feliu de Llobregat;54231;https://natusfera.gbif.es/attachments/local_photos/files/54231/large/IMG_20180322_163239.jpg?1521805853;(c) xavi-de-yzaguirre, algunos derechos reservados (CC BY-NC), uploaded by xavi-de-yzaguirre;;;;;;;;;;Malva sylvestris;species;2018-03-23T11:50:48+00:00;T;64422;2018-04-06T13:40:10+01:00;T;67192;;;;;2018-04-06T21:16:06+01:00;T;67377;;;;;;;;;;;;;;;;302;RitmeNatura - Observacions ocasionals;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.041595;41.37526
436;F;0;8281;2018-03-23T11:40:49+00:00;F;CAT - Ceboll�/Porrassina florida.--ESP - Gamoncillo florecido.--ENG - Onion-leafed asphodel blooming;12;40657;F;3;F;14;T;2;0;1;0;22/03/2018;22/03/2018;;24;24;research;Asphodelus fistulosus;8281;;Madrid;2019-09-30T16:12:13+01:00;http://www.natusfera.org/observations/40657;1731;ede97856-5f6e-43cb-9c61-1fe5e30116af;Europe/Madrid;xavi-de-yzaguirre;Plantae;2018-03-23T11:40:49Z;2019-09-30T15:12:13Z;;F;Plena floraci� (50% de les flors obertes, primers p�tals caiguts o secs);51;Biodiversitat a Sant Feliu de Llobregat;54227;https://natusfera.gbif.es/attachments/local_photos/files/54227/large/Asfodel22mar2018.jpg?1521805252;(c) xavi-de-yzaguirre, algunos derechos reservados (CC BY-NC), uploaded by xavi-de-yzaguirre;;;;;;;;;;Asphodelus fistulosus;species;2018-03-23T11:40:49+00:00;T;64417;2018-04-06T13:40:14+01:00;T;67193;;;;;2018-04-06T21:16:43+01:00;T;67379;;;;;;;;;;;;;;;;302;RitmeNatura - Observacions ocasionals;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.045308;41.372528
437;F;0;283;2018-03-23T10:27:49+00:00;F;CAT - Brotada de les fulles--ESP - Brotaci�n de las hojas--ENG - Common figue, first leaves and buds;12;40636;F;2;F;14;T;1;0;1;0;22/03/2018;22/03/2018;Sant Joan Desp�-Les Begudes;199;199;research;Ficus carica;283;;Madrid;2019-09-30T16:12:05+01:00;http://www.natusfera.org/observations/40636;1731;62fcde3b-eed8-4a6e-9282-17ead59b594c;Europe/Madrid;xavi-de-yzaguirre;Plantae;2018-03-23T10:27:49Z;2019-09-30T15:12:05Z;;F;Brot de les primeres fulles;302;RitmeNatura - Observacions ocasionals;54196;https://natusfera.gbif.es/attachments/local_photos/files/54196/large/Ficus_carica22mar2018.jpg?1521800876;(c) xavi-de-yzaguirre, algunos derechos reservados (CC BY-NC), uploaded by xavi-de-yzaguirre;;;;;;;;;;Ficus carica;species;2018-03-23T10:27:50+00:00;T;64394;2018-04-06T13:40:20+01:00;T;67194;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.042813;41.373736
438;F;0;762;2018-03-23T10:09:29+00:00;F;CAT - Borratja florida (fenotip de flor blanca).--ESP - Borraja florecida (fenotipo de flor blanca).--ENG - Blooming borage (white flower phenotype).;12;40635;F;2;F;13;T;1;0;1;0;22/03/2018;22/03/2018;Sant Joan Desp�-Les Begudes;49;49;research;Borago officinalis;762;;Madrid;2020-03-15T22:33:18+00:00;http://www.natusfera.org/observations/40635;1731;7b620fab-3d04-4450-8bc4-6031468bce94;Europe/Madrid;xavi-de-yzaguirre;Plantae;2018-03-23T10:09:29Z;2020-03-15T22:33:18Z;;F;Plena floraci� (50% de les flors obertes, primers p�tals caiguts o secs);302;RitmeNatura - Observacions ocasionals;54195;https://natusfera.gbif.es/attachments/local_photos/files/54195/large/IMG_20180322_161518.jpg?1521799772;(c) xavi-de-yzaguirre, algunos derechos reservados (CC BY-NC), uploaded by xavi-de-yzaguirre;;;;;;;;;;Borago officinalis;species;2018-03-23T10:09:30+00:00;T;64393;2018-04-06T13:40:26+01:00;T;67195;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.04329;41.373565
439;F;0;762;2018-03-23T09:59:33+00:00;F;CAT - Borratja en flor.--ESP - Borraja en flor.--ENG - Blooming borage (starflower).;12;40633;F;3;F;14;T;2;0;1;0;22/03/2018;22/03/2018;Sant Joan Desp�-Les Begudes;49;49;research;Borago officinalis;762;;Madrid;2020-03-15T22:33:17+00:00;http://www.natusfera.org/observations/40633;1731;9ab04494-9642-4c99-b322-d79563446af9;Europe/Madrid;xavi-de-yzaguirre;Plantae;2018-03-23T09:59:33Z;2020-03-15T22:33:17Z;;F;Plena floraci� (50% de les flors obertes, primers p�tals caiguts o secs);302;RitmeNatura - Observacions ocasionals;54193;https://natusfera.gbif.es/attachments/local_photos/files/54193/large/Borago22mar2018.jpg?1521799183;(c) xavi-de-yzaguirre, algunos derechos reservados (CC BY-NC), uploaded by xavi-de-yzaguirre;;;;;;;;;;Borago officinalis;species;2018-03-23T09:59:34+00:00;T;64392;2018-03-23T11:42:48+00:00;T;64418;;;;;2018-04-06T13:40:31+01:00;T;67196;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.045583;41.372478
440;F;0;;2018-03-23T08:32:27+00:00;F;CAT - Inici de la floraci� del presseguer a l'Alt Pened�s.--ESP - Inicio de la floraci�n de los melocotoneros en el Alt Pened�s.--ENG - Beginning of flowering of the peach trees in Alt Pened�s county.;12;40618;F;1;F;14;T;0;0;1;0;17/03/2018;17/03/2018;Sant Pau d'Ordal;99;99;casual;Prunus persica;769;;Madrid;2019-09-30T16:11:58+01:00;http://www.natusfera.org/observations/40618;1731;cb518038-e9cf-4b6f-9e4b-a2caf7f617e1;Europe/Madrid;xavi-de-yzaguirre;Plantae;2018-03-23T08:32:27Z;2019-09-30T15:11:58Z;;F;Primeres flors obertes;302;RitmeNatura - Observacions ocasionals;54170;https://natusfera.gbif.es/attachments/local_photos/files/54170/large/IMG_20180317_093344.jpg?1521794095;(c) xavi-de-yzaguirre, algunos derechos reservados (CC BY-NC), uploaded by xavi-de-yzaguirre;;;;;;;;;;Prunus persica;species;2018-03-23T08:32:28+00:00;T;64375;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.809052;41.379085
